Date	USGG10YR Index	GDBR10 Index	GUKG10 Index
30-Aug-2005	4.119	3.145	4.171
06-Sep-2005	4.084	3.071	4.186
13-Sep-2005	4.133	3.088	4.187
20-Sep-2005	4.243	3.085	4.222
27-Sep-2005	4.303	3.126	4.287
04-Oct-2005	4.374	3.175	4.276
11-Oct-2005	4.384	3.188	4.272
18-Oct-2005	4.478	3.286	4.4
25-Oct-2005	4.506	3.295	4.403
01-Nov-2005	4.577	3.421	4.338
08-Nov-2005	4.564	3.457	4.393
15-Nov-2005	4.557	3.504	4.334
22-Nov-2005	4.43	3.484	4.238
29-Nov-2005	4.484	3.434	4.236
06-Dec-2005	4.496	3.483	4.241
13-Dec-2005	4.537	3.399	4.292
20-Dec-2005	4.468	3.344	4.173
27-Dec-2005	4.342	3.328	4.176
03-Jan-2006	4.373	3.326	4.105
10-Jan-2006	4.43	3.283	4.132
17-Jan-2006	4.333	3.258	3.983
24-Jan-2006	4.392	3.372	4.032
31-Jan-2006	4.53	3.463	4.143
07-Feb-2006	4.568	3.514	4.214
14-Feb-2006	4.615	3.483	4.156
21-Feb-2006	4.565	3.444	4.121
28-Feb-2006	4.549	3.483	4.183
07-Mar-2006	4.738	3.594	4.257
14-Mar-2006	4.698	3.652	4.311
21-Mar-2006	4.716	3.675	4.358
28-Mar-2006	4.782	3.731	4.394
04-Apr-2006	4.876	3.837	4.422
11-Apr-2006	4.934	3.87	4.451
18-Apr-2006	4.978	3.951	4.525
25-Apr-2006	5.072	3.992	4.64
02-May-2006	5.113	3.975	4.644
09-May-2006	5.129	4.022	4.72
16-May-2006	5.103	3.977	4.626
23-May-2006	5.064	3.913	4.63
30-May-2006	5.084	3.91	4.58
06-Jun-2006	5.002	4.003	4.667
13-Jun-2006	4.958	3.857	4.529
20-Jun-2006	5.155	3.989	4.731
27-Jun-2006	5.208	4.084	4.749
04-Jul-2006	5.151	4.071	4.684
11-Jul-2006	5.098	4.045	4.626
18-Jul-2006	5.13	4.009	4.652
25-Jul-2006	5.063	3.963	4.625
01-Aug-2006	4.982	3.928	4.61
08-Aug-2006	4.92	3.902	4.659
15-Aug-2006	4.928	3.966	4.725
22-Aug-2006	4.81	3.803	4.526
29-Aug-2006	4.783	3.829	4.565
05-Sep-2006	4.779	3.784	4.541
12-Sep-2006	4.77	3.832	4.606
19-Sep-2006	4.734	3.829	4.648
26-Sep-2006	4.583	3.652	4.457
03-Oct-2006	4.612	3.729	4.553
10-Oct-2006	4.746	3.807	4.605
17-Oct-2006	4.774	3.796	4.625
24-Oct-2006	4.822	3.869	4.699
31-Oct-2006	4.606	3.738	4.511
07-Nov-2006	4.658	3.735	4.542
14-Nov-2006	4.566	3.714	4.528
21-Nov-2006	4.58	3.705	4.542
28-Nov-2006	4.51	3.683	4.533
05-Dec-2006	4.444	3.679	4.493
12-Dec-2006	4.493	3.732	4.609
19-Dec-2006	4.601	3.856	4.726
26-Dec-2006	4.604	3.887	4.727
02-Jan-2007	4.69	3.926	4.753
09-Jan-2007	4.658	4.002	4.795
16-Jan-2007	4.752	4.034	4.883
23-Jan-2007	4.805	4.014	4.892
30-Jan-2007	4.877	4.106	4.982
06-Feb-2007	4.767	4.025	4.979
13-Feb-2007	4.814	4.12	4.95
20-Feb-2007	4.683	4.063	4.906
27-Feb-2007	4.517	3.963	4.796
06-Mar-2007	4.53	3.914	4.761
13-Mar-2007	4.497	3.903	4.763
20-Mar-2007	4.549	3.905	4.826
27-Mar-2007	4.614	4.017	4.934
03-Apr-2007	4.668	4.096	5.017
10-Apr-2007	4.726	4.123	5.015
17-Apr-2007	4.69	4.179	5.083
24-Apr-2007	4.624	4.158	5.053
01-May-2007	4.643	4.148	5.038
08-May-2007	4.635	4.191	5.083
15-May-2007	4.709	4.298	5.132
22-May-2007	4.827	4.331	5.165
29-May-2007	4.879	4.391	5.226
05-Jun-2007	4.972	4.488	5.312
12-Jun-2007	5.249	4.608	5.441
19-Jun-2007	5.085	4.618	5.465
26-Jun-2007	5.102	4.594	5.464
03-Jul-2007	5.046	4.562	5.459
10-Jul-2007	5.034	4.583	5.44
17-Jul-2007	5.075	4.6	5.48
24-Jul-2007	4.942	4.426	5.306
31-Jul-2007	4.773	4.345	5.205
07-Aug-2007	4.744	4.339	5.199
14-Aug-2007	4.73	4.353	5.177
21-Aug-2007	4.588	4.236	5.002
28-Aug-2007	4.527	4.226	5.049
04-Sep-2007	4.558	4.276	5.079
11-Sep-2007	4.36	4.092	4.899
18-Sep-2007	4.477	4.213	4.944
25-Sep-2007	4.612	4.326	5.022
02-Oct-2007	4.528	4.317	4.959
09-Oct-2007	4.65	4.313	4.887
16-Oct-2007	4.658	4.432	5.069
23-Oct-2007	4.403	4.191	4.885
30-Oct-2007	4.379	4.178	4.863
06-Nov-2007	4.356	4.185	4.864
13-Nov-2007	4.261	4.12	4.742
20-Nov-2007	4.053	4.063	4.619
27-Nov-2007	3.943	4.03	4.579
04-Dec-2007	3.891	4.016	4.52
11-Dec-2007	3.996	4.254	4.659
18-Dec-2007	4.118	4.316	4.75
25-Dec-2007	4.213	4.338	4.582
01-Jan-2008	4.034	4.328	4.507
08-Jan-2008	3.839	4.158	4.446
15-Jan-2008	3.699	4.019	4.389
22-Jan-2008	3.485	4.001	4.493
29-Jan-2008	3.658	3.995	4.578
05-Feb-2008	3.585	3.846	4.403
12-Feb-2008	3.67	3.946	4.61
19-Feb-2008	3.867	3.981	4.632
26-Feb-2008	3.854	4.067	4.708
04-Mar-2008	3.57	3.804	4.408
11-Mar-2008	3.594	3.788	4.353
18-Mar-2008	3.459	3.763	4.356
25-Mar-2008	3.492	3.877	4.421
01-Apr-2008	3.549	3.968	4.441
08-Apr-2008	3.558	4.021	4.495
15-Apr-2008	3.571	3.961	4.431
22-Apr-2008	3.72	4.154	4.693
29-Apr-2008	3.825	4.135	4.677
06-May-2008	3.896	4.123	4.665
13-May-2008	3.908	4.09	4.706
20-May-2008	3.775	4.19	4.798
27-May-2008	3.923	4.304	4.924
03-Jun-2008	3.897	4.432	5.029
10-Jun-2008	4.099	4.488	5.123
17-Jun-2008	4.222	4.597	5.158
24-Jun-2008	4.102	4.564	5.147
01-Jul-2008	3.995	4.621	5.14
08-Jul-2008	3.877	4.415	4.906
15-Jul-2008	3.842	4.377	4.848
22-Jul-2008	4.099	4.641	4.994
29-Jul-2008	4.044	4.463	4.891
05-Aug-2008	4.003	4.314	4.766
12-Aug-2008	3.904	4.23	4.638
19-Aug-2008	3.839	4.153	4.584
26-Aug-2008	3.786	4.118	4.494
02-Sep-2008	3.742	4.157	4.498
09-Sep-2008	3.593	4.037	4.436
16-Sep-2008	3.489	3.996	4.407
23-Sep-2008	3.843	4.243	4.664
30-Sep-2008	3.824	4.012	4.439
07-Oct-2008	3.506	3.757	4.24
14-Oct-2008	4.023	4.117	4.729
21-Oct-2008	3.698	3.954	4.618
28-Oct-2008	3.823	3.756	4.395
04-Nov-2008	3.765	3.81	4.471
11-Nov-2008	3.757	3.661	4.211
18-Nov-2008	3.541	3.594	4.08
25-Nov-2008	3.106	3.325	3.864
02-Dec-2008	2.699	3.034	3.486
09-Dec-2008	2.675	3.219	3.582
16-Dec-2008	2.361	3.127	3.399
23-Dec-2008	2.164	2.936	3.124
30-Dec-2008	2.089	2.936	3.087
06-Jan-2009	2.505	3.139	3.498
13-Jan-2009	2.301	2.998	3.464
20-Jan-2009	2.344	3.017	3.737
27-Jan-2009	2.52	3.267	3.878
03-Feb-2009	2.844	3.319	3.95
10-Feb-2009	2.848	3.337	3.847
17-Feb-2009	2.665	2.972	3.407
24-Feb-2009	2.8	2.99	3.413
03-Mar-2009	2.941	3.043	3.557
10-Mar-2009	2.981	2.993	3.111
17-Mar-2009	3.004	3.187	3.069
24-Mar-2009	2.659	3.137	3.318
31-Mar-2009	2.687	2.99	3.16
07-Apr-2009	2.909	3.229	3.441
14-Apr-2009	2.789	3.203	3.214
21-Apr-2009	2.905	3.118	3.295
28-Apr-2009	3.002	3.142	3.45
05-May-2009	3.158	3.204	3.545
12-May-2009	3.17	3.409	3.657
19-May-2009	3.239	3.437	3.491
26-May-2009	3.492	3.535	3.667
02-Jun-2009	3.64	3.603	3.893
09-Jun-2009	3.856	3.63	3.846
16-Jun-2009	3.673	3.531	3.904
23-Jun-2009	3.639	3.449	3.729
30-Jun-2009	3.52	3.381	3.688
07-Jul-2009	3.459	3.319	3.684
14-Jul-2009	3.446	3.301	3.737
21-Jul-2009	3.475	3.376	3.795
28-Jul-2009	3.688	3.425	3.932
04-Aug-2009	3.679	3.347	3.848
11-Aug-2009	3.696	3.475	3.814
18-Aug-2009	3.524	3.287	3.654
25-Aug-2009	3.448	3.266	3.548
01-Sep-2009	3.361	3.241	3.696
08-Sep-2009	3.481	3.267	3.79
15-Sep-2009	3.454	3.289	3.716
22-Sep-2009	3.446	3.394	3.868
29-Sep-2009	3.295	3.23	3.695
06-Oct-2009	3.253	3.152	3.496
13-Oct-2009	3.337	3.16	3.499
20-Oct-2009	3.34	3.24	3.644
27-Oct-2009	3.447	3.28	3.715
03-Nov-2009	3.466	3.24	3.821
10-Nov-2009	3.473	3.277	3.897
17-Nov-2009	3.328	3.233	3.768
24-Nov-2009	3.307	3.2	3.745
01-Dec-2009	3.291	3.098	3.653
08-Dec-2009	3.386	3.145	3.808
15-Dec-2009	3.589	3.217	4.001
22-Dec-2009	3.758	3.252	4.008
29-Dec-2009	3.801	3.361	4.18
05-Jan-2010	3.761	3.377	4.104
12-Jan-2010	3.715	3.31	4.037
19-Jan-2010	3.698	3.275	4.116
26-Jan-2010	3.625	3.203	3.978
02-Feb-2010	3.643	3.195	4.009
09-Feb-2010	3.645	3.173	4.063
16-Feb-2010	3.663	3.203	4.14
23-Feb-2010	3.687	3.18	4.174
02-Mar-2010	3.613	3.114	4.023
09-Mar-2010	3.706	3.132	4.049
16-Mar-2010	3.652	3.142	4.02
23-Mar-2010	3.69	3.054	3.91
30-Mar-2010	3.86	3.11	3.983
06-Apr-2010	3.956	3.144	4.003
13-Apr-2010	3.822	3.148	4.011
20-Apr-2010	3.802	3.099	4.014
27-Apr-2010	3.69	2.971	3.933
04-May-2010	3.593	2.901	3.783
11-May-2010	3.527	2.869	3.836
18-May-2010	3.349	2.769	3.683
25-May-2010	3.166	2.524	3.413
01-Jun-2010	3.27	2.664	3.518
08-Jun-2010	3.178	2.521	3.406
15-Jun-2010	3.303	2.674	3.492
22-Jun-2010	3.165	2.691	3.403
29-Jun-2010	2.95	2.551	3.344
06-Jul-2010	2.928	2.582	3.457
13-Jul-2010	3.118	2.637	3.475
20-Jul-2010	2.947	2.646	3.445
27-Jul-2010	3.047	2.765	3.596
03-Aug-2010	2.91	2.622	3.369
10-Aug-2010	2.768	2.533	3.339
17-Aug-2010	2.633	2.359	3.156
24-Aug-2010	2.487	2.168	2.969
31-Aug-2010	2.472	2.085	2.924
07-Sep-2010	2.594	2.259	3.012
14-Sep-2010	2.68	2.366	3.154
21-Sep-2010	2.576	2.455	3.219
28-Sep-2010	2.465	2.247	3.041
05-Oct-2010	2.47	2.27	3.072
12-Oct-2010	2.432	2.248	2.951
19-Oct-2010	2.473	2.409	3.105
26-Oct-2010	2.641	2.503	3.169
02-Nov-2010	2.608	2.465	3.146
09-Nov-2010	2.657	2.407	3.147
16-Nov-2010	2.845	2.607	3.413
23-Nov-2010	2.812	2.564	3.371
30-Nov-2010	2.796	2.611	3.339
07-Dec-2010	3.165	2.887	3.582
14-Dec-2010	3.457	2.954	3.726
21-Dec-2010	3.328	2.919	3.615
28-Dec-2010	3.481	2.915	3.619
04-Jan-2011	3.334	2.899	3.575
11-Jan-2011	3.345	2.9	3.659
18-Jan-2011	3.367	3.101	3.761
25-Jan-2011	3.322	3.13	3.729
01-Feb-2011	3.444	3.212	3.81
08-Feb-2011	3.724	3.246	3.925
15-Feb-2011	3.619	3.289	3.94
22-Feb-2011	3.466	3.151	3.765
01-Mar-2011	3.416	3.185	3.709
08-Mar-2011	3.547	3.292	3.761
15-Mar-2011	3.325	3.125	3.525
22-Mar-2011	3.333	3.265	3.597
29-Mar-2011	3.494	3.321	3.628
05-Apr-2011	3.488	3.381	3.761
12-Apr-2011	3.503	3.451	3.715
19-Apr-2011	3.357	3.281	3.556
26-Apr-2011	3.321	3.25	3.494
03-May-2011	3.258	3.231	3.423
10-May-2011	3.198	3.087	3.379
17-May-2011	3.087	3.071	3.371
24-May-2011	3.123	3.017	3.342
31-May-2011	3.049	2.994	3.298
07-Jun-2011	3.012	3.068	3.327
14-Jun-2011	3.098	3.002	3.293
21-Jun-2011	2.984	2.973	3.229
28-Jun-2011	3.044	2.915	3.253
05-Jul-2011	3.133	3.011	3.328
12-Jul-2011	2.909	2.66	3.088
19-Jul-2011	2.888	2.69	3.053
26-Jul-2011	2.95	2.744	3.074
02-Aug-2011	2.623	2.413	2.973
09-Aug-2011	2.181	2.335	2.91
16-Aug-2011	2.213	2.297	2.776
23-Aug-2011	2.134	2.133	2.618
30-Aug-2011	2.173	2.128	2.731
06-Sep-2011	1.979	1.88	2.51
13-Sep-2011	1.991	1.758	2.406
20-Sep-2011	1.944	1.796	2.388
27-Sep-2011	2.015	1.926	2.534
04-Oct-2011	1.784	1.729	2.244
11-Oct-2011	2.159	2.063	2.582
18-Oct-2011	2.151	2.015	2.432
25-Oct-2011	2.128	2.089	2.504
01-Nov-2011	1.999	1.807	2.216
08-Nov-2011	2.06	1.814	2.263
15-Nov-2011	2.032	1.769	2.148
22-Nov-2011	1.941	1.93	2.172
29-Nov-2011	1.995	2.27	2.238
06-Dec-2011	2.091	2.159	2.242
13-Dec-2011	1.96	2.001	2.125
20-Dec-2011	1.924	1.939	2.094
27-Dec-2011	2.009	1.936	2.089
03-Jan-2012	1.962	1.901	2.029
10-Jan-2012	1.972	1.876	2.073
17-Jan-2012	1.85	1.799	1.966
24-Jan-2012	2.064	1.98	2.187
31-Jan-2012	1.802	1.786	1.966
07-Feb-2012	1.966	1.914	2.216
14-Feb-2012	1.887	1.92	2.094
21-Feb-2012	2.047	1.97	2.218
28-Feb-2012	1.931	1.81	2.011
06-Mar-2012	1.948	1.784	2.05
13-Mar-2012	2.109	1.799	2.093
20-Mar-2012	2.374	2.04	2.341
27-Mar-2012	2.189	1.904	2.17
03-Apr-2012	2.283	1.812	2.081
10-Apr-2012	1.988	1.66	1.917
17-Apr-2012	2.011	1.671	2
24-Apr-2012	1.963	1.61	2.016
01-May-2012	1.958	1.604	2.007
08-May-2012	1.837	1.464	1.843
15-May-2012	1.777	1.391	1.804
22-May-2012	1.792	1.382	1.796
29-May-2012	1.73	1.275	1.7
05-Jun-2012	1.56	1.193	1.462
12-Jun-2012	1.66	1.412	1.616
19-Jun-2012	1.619	1.508	1.642
26-Jun-2012	1.627	1.518	1.61
03-Jul-2012	1.625	1.536	1.676
10-Jul-2012	1.498	1.33	1.507
17-Jul-2012	1.501	1.238	1.431
24-Jul-2012	1.404	1.236	1.389
31-Jul-2012	1.489	1.313	1.396
07-Aug-2012	1.626	1.455	1.737
14-Aug-2012	1.69	1.452	1.749
21-Aug-2012	1.805	1.548	1.854
28-Aug-2012	1.631	1.348	1.642
04-Sep-2012	1.58	1.4	1.636
11-Sep-2012	1.696	1.504	1.735
18-Sep-2012	1.811	1.611	1.89
25-Sep-2012	1.681	1.522	1.824
02-Oct-2012	1.614	1.468	1.717
09-Oct-2012	1.719	1.484	1.731
16-Oct-2012	1.718	1.526	1.821
23-Oct-2012	1.764	1.586	1.834
30-Oct-2012	1.731	1.477	1.824
06-Nov-2012	1.741	1.435	1.82
13-Nov-2012	1.553	1.341	1.713
20-Nov-2012	1.656	1.404	1.844
27-Nov-2012	1.642	1.437	1.854
04-Dec-2012	1.608	1.401	1.814
11-Dec-2012	1.649	1.322	1.808
18-Dec-2012	1.83	1.398	1.955
25-Dec-2012	1.776	1.382	1.889
01-Jan-2013	1.757	1.308	1.817
08-Jan-2013	1.873	1.496	2.03
15-Jan-2013	1.831	1.518	2.027
22-Jan-2013	1.835	1.527	2.028
29-Jan-2013	1.989	1.62	2.085
05-Feb-2013	2.015	1.655	2.127
12-Feb-2013	1.983	1.63	2.112
19-Feb-2013	2.027	1.619	2.183
26-Feb-2013	1.88	1.465	1.983
05-Mar-2013	1.895	1.449	1.965
12-Mar-2013	2.028	1.48	1.967
19-Mar-2013	1.91	1.363	1.838
26-Mar-2013	1.905	1.345	1.791
02-Apr-2013	1.861	1.306	1.776
09-Apr-2013	1.749	1.266	1.74
16-Apr-2013	1.719	1.273	1.728
23-Apr-2013	1.7	1.237	1.696
30-Apr-2013	1.675	1.197	1.666
07-May-2013	1.783	1.297	1.793
14-May-2013	1.907	1.368	1.897
21-May-2013	1.943	1.388	1.922
28-May-2013	2.132	1.478	1.959
04-Jun-2013	2.136	1.551	2.039
11-Jun-2013	2.193	1.616	2.176
18-Jun-2013	2.181	1.565	2.13
25-Jun-2013	2.588	1.79	2.535
02-Jul-2013	2.47	1.698	2.567
09-Jul-2013	2.627	1.668	2.624
16-Jul-2013	2.533	1.555	2.457
23-Jul-2013	2.515	1.551	2.494
30-Jul-2013	2.602	1.668	2.508
06-Aug-2013	2.641	1.702	2.675
13-Aug-2013	2.712	1.792	2.77
20-Aug-2013	2.813	1.852	2.87
27-Aug-2013	2.72	1.854	2.786
03-Sep-2013	2.849	1.924	2.884
10-Sep-2013	2.957	2.023	3.025
17-Sep-2013	2.852	1.959	2.933
24-Sep-2013	2.65	1.865	2.829
01-Oct-2013	2.645	1.803	2.715
08-Oct-2013	2.635	1.817	2.709
15-Oct-2013	2.719	1.9	2.8
22-Oct-2013	2.512	1.814	2.663
29-Oct-2013	2.506	1.741	2.601
05-Nov-2013	2.662	1.745	2.721
12-Nov-2013	2.767	1.788	2.801
19-Nov-2013	2.713	1.721	2.723
26-Nov-2013	2.697	1.693	2.73
03-Dec-2013	2.776	1.726	2.816
10-Dec-2013	2.796	1.835	2.885
17-Dec-2013	2.844	1.828	2.87
24-Dec-2013	2.984	1.883	2.986
31-Dec-2013	3.007	1.941	3.031
07-Jan-2014	2.938	1.889	2.954
14-Jan-2014	2.87	1.815	2.832
21-Jan-2014	2.824	1.744	2.837
28-Jan-2014	2.749	1.678	2.796
04-Feb-2014	2.625	1.555	2.698
11-Feb-2014	2.719	1.687	2.742
18-Feb-2014	2.712	1.673	2.751
25-Feb-2014	2.703	1.65	2.748
04-Mar-2014	2.691	1.6	2.7
11-Mar-2014	2.767	1.64	2.781
18-Mar-2014	2.68	1.57	2.68
25-Mar-2014	2.736	1.574	2.711
01-Apr-2014	2.76	1.58	2.74
08-Apr-2014	2.682	1.56	2.697
15-Apr-2014	2.629	1.475	2.605
22-Apr-2014	2.727	1.542	2.719
29-Apr-2014	2.696	1.507	2.691
06-May-2014	2.596	1.461	2.663
13-May-2014	2.592	1.425	2.685
20-May-2014	2.508	1.356	2.615
27-May-2014	2.517	1.393	2.638
03-Jun-2014	2.592	1.409	2.651
10-Jun-2014	2.634	1.411	2.728
17-Jun-2014	2.654	1.404	2.778
24-Jun-2014	2.585	1.321	2.736
01-Jul-2014	2.564	1.249	2.822
08-Jul-2014	2.564	1.223	2.776
15-Jul-2014	2.55	1.209	2.782
22-Jul-2014	2.465	1.173	2.706
29-Jul-2014	2.461	1.119	2.654
05-Aug-2014	2.483	1.175	2.701
12-Aug-2014	2.441	1.062	2.607
19-Aug-2014	2.406	1.004	2.508
26-Aug-2014	2.39	0.945	2.455
02-Sep-2014	2.418	0.93	2.441
09-Sep-2014	2.499	1.002	2.483
16-Sep-2014	2.588	1.017	2.535
23-Sep-2014	2.532	0.964	2.493
30-Sep-2014	2.507	0.898	2.43
07-Oct-2014	2.349	0.86	2.296
14-Oct-2014	2.205	0.796	2.125
21-Oct-2014	2.209	0.833	2.164
28-Oct-2014	2.283	0.834	2.223
04-Nov-2014	2.342	0.812	2.224
11-Nov-2014	2.369	0.831	2.23
18-Nov-2014	2.323	0.801	2.12
25-Nov-2014	2.261	0.75	2.006
02-Dec-2014	2.286	0.747	1.968
09-Dec-2014	2.221	0.692	1.896
16-Dec-2014	2.072	0.603	1.765
23-Dec-2014	2.258	0.596	1.85
30-Dec-2014	2.192	0.541	1.79
06-Jan-2015	1.939	0.45	1.59
13-Jan-2015	1.906	0.477	1.586
20-Jan-2015	1.792	0.397	1.527
27-Jan-2015	1.829	0.343	1.477
03-Feb-2015	1.799	0.348	1.446
10-Feb-2015	2.004	0.369	1.654
17-Feb-2015	2.154	0.37	1.75
24-Feb-2015	1.98	0.375	1.769
03-Mar-2015	2.123	0.367	1.87
10-Mar-2015	2.122	0.239	1.843
17-Mar-2015	2.053	0.281	1.704
24-Mar-2015	1.874	0.233	1.551
31-Mar-2015	1.927	0.183	1.575
07-Apr-2015	1.887	0.187	1.624
14-Apr-2015	1.901	0.139	1.524
21-Apr-2015	1.911	0.102	1.591
28-Apr-2015	2.004	0.163	1.716
05-May-2015	2.182	0.518	1.977
12-May-2015	2.248	0.68	1.997
19-May-2015	2.298	0.611	1.964
26-May-2015	2.141	0.553	1.875
02-Jun-2015	2.265	0.701	1.961
09-Jun-2015	2.441	0.957	2.105
16-Jun-2015	2.308	0.808	1.997
23-Jun-2015	2.413	0.867	2.11
30-Jun-2015	2.349	0.768	2.03
07-Jul-2015	2.254	0.637	1.818
14-Jul-2015	2.397	0.842	2.129
21-Jul-2015	2.33	0.729	2.085
28-Jul-2015	2.249	0.65	1.942
04-Aug-2015	2.222	0.635	1.99
11-Aug-2015	2.142	0.629	1.944
18-Aug-2015	2.191	0.64	1.992
25-Aug-2015	2.077	0.752	1.906
01-Sep-2015	2.159	0.802	1.936
08-Sep-2015	2.185	0.681	1.838
15-Sep-2015	2.291	0.743	1.909
22-Sep-2015	2.131	0.599	1.793
29-Sep-2015	2.059	0.589	1.756
06-Oct-2015	2.034	0.601	1.809
13-Oct-2015	2.041	0.591	1.83
20-Oct-2015	2.068	0.629	1.865
27-Oct-2015	2.036	0.444	1.763
03-Nov-2015	2.217	0.575	1.97
10-Nov-2015	2.336	0.626	2.026
17-Nov-2015	2.281	0.532	1.981
24-Nov-2015	2.24	0.511	1.865
01-Dec-2015	2.145	0.469	1.766
08-Dec-2015	2.222	0.57	1.817
15-Dec-2015	2.268	0.649	1.946
22-Dec-2015	2.238	0.598	1.873
29-Dec-2015	2.309	0.633	1.916
05-Jan-2016	2.239	0.548	1.878
12-Jan-2016	2.105	0.53	1.748
19-Jan-2016	2.056	0.482	1.702
26-Jan-2016	2.003	0.367	1.688
02-Feb-2016	1.864	0.315	1.551
09-Feb-2016	1.729	0.24	1.427
16-Feb-2016	1.78	0.262	1.426
23-Feb-2016	1.745	0.184	1.428
01-Mar-2016	1.835	0.151	1.393
08-Mar-2016	1.834	0.178	1.376
15-Mar-2016	1.959	0.317	1.534
22-Mar-2016	1.935	0.212	1.449
29-Mar-2016	1.812	0.142	1.408
05-Apr-2016	1.727	0.104	1.378
12-Apr-2016	1.724	0.162	1.44
19-Apr-2016	1.783	0.178	1.522
26-Apr-2016	1.931	0.3	1.664
03-May-2016	1.8	0.197	1.523
10-May-2016	1.754	0.122	1.406
17-May-2016	1.776	0.132	1.372
24-May-2016	1.859	0.177	1.473
31-May-2016	1.833	0.146	1.439
07-Jun-2016	1.712	0.054	1.395
14-Jun-2016	1.611	0	1.266
21-Jun-2016	1.697	0.048	1.415
28-Jun-2016	1.461	-0.117	1.086
05-Jul-2016	1.374	-0.179	0.913
12-Jul-2016	1.513	-0.092	0.938
19-Jul-2016	1.557	-0.087	0.929
26-Jul-2016	1.561	-0.085	0.946
02-Aug-2016	1.536	-0.088	0.928
09-Aug-2016	1.545	-0.141	0.677
16-Aug-2016	1.59	-0.089	0.676
